T[MeV],muB[MeV],muS[MeV],muQ[MeV],nB[1/fm^3],nS[1/fm^3],nQ[1/fm^3],Q/B,e[MeV/fm^3],s[1/fm^3],s/nB,chi2,chi2/N_dof
142.5000000000,372.00001000,0.00000000,-4.30000000,1.174086e-01,5.479636e-15,5.323491e-02,4.534159e-01,3.591598e+02,2.602882e+00,2.216943e+01,17.949357,2.991560
142.5000000000,372.00001000,0.00000000,-4.20000000,1.174453e-01,5.366286e-15,5.337978e-02,4.545076e-01,3.592155e+02,2.603181e+00,2.216505e+01,17.943264,2.990544
142.5000000000,372.00001000,0.00000000,-4.10000000,1.174821e-01,5.369594e-15,5.352471e-02,4.555990e-01,3.592714e+02,2.603482e+00,2.216067e+01,17.938539,2.989756
142.5000000000,372.00001000,0.00000000,-4.00000000,1.175189e-01,5.228296e-15,5.366969e-02,4.566899e-01,3.593274e+02,2.603783e+00,2.215629e+01,17.935179,2.989197
142.5000000000,372.00001000,0.00000000,-3.90000000,1.175558e-01,5.149769e-15,5.381473e-02,4.577804e-01,3.593835e+02,2.604084e+00,2.215190e+01,17.933180,2.988863
142.5000000000,372.00001000,0.00000000,-3.80000000,1.175927e-01,5.099527e-15,5.395982e-02,4.588705e-01,3.594397e+02,2.604386e+00,2.214752e+01,17.932538,2.988756
142.5000000000,372.00001000,0.00000000,-3.70000000,1.176296e-01,4.999860e-15,5.410496e-02,4.599603e-01,3.594961e+02,2.604689e+00,2.214313e+01,17.933248,2.988875
142.5000000000,372.00001000,0.00000000,-3.60000000,1.176667e-01,4.934036e-15,5.425016e-02,4.610496e-01,3.595525e+02,2.604992e+00,2.213874e+01,17.935307,2.989218
142.5000000000,372.00001000,0.00000000,-3.50000000,1.177037e-01,4.885519e-15,5.439542e-02,4.621385e-01,3.596090e+02,2.605296e+00,2.213435e+01,17.938712,2.989785
142.5000000000,372.00001000,0.00000000,-3.40000000,1.177408e-01,4.780412e-15,5.454073e-02,4.632270e-01,3.596657e+02,2.605600e+00,2.212996e+01,17.943457,2.990576
142.5000000000,372.00001000,0.00000000,-3.30000000,1.177780e-01,4.731483e-15,5.468610e-02,4.643152e-01,3.597225e+02,2.605905e+00,2.212557e+01,17.949539,2.991590
142.5000000000,372.00001000,0.00000000,-3.20000000,1.178152e-01,4.629581e-15,5.483152e-02,4.654029e-01,3.597793e+02,2.606210e+00,2.212118e+01,17.956954,2.992826
142.5000000000,372.00001000,0.00000000,-3.10000000,1.178524e-01,4.613731e-15,5.497700e-02,4.664902e-01,3.598363e+02,2.606516e+00,2.211678e+01,17.965699,2.994283
142.5000000000,372.00001000,0.00000000,-3.00000000,1.178897e-01,4.525910e-15,5.512254e-02,4.675772e-01,3.598934e+02,2.606822e+00,2.211238e+01,17.975769,2.995961
142.5000000000,372.00001000,0.00000000,-2.90000000,1.179270e-01,4.452056e-15,5.526813e-02,4.686637e-01,3.599506e+02,2.607129e+00,2.210799e+01,17.987160,2.997860
142.5000000000,372.00001000,0.00000000,-2.80000000,1.179644e-01,4.369258e-15,5.541377e-02,4.697498e-01,3.600080e+02,2.607437e+00,2.210359e+01,17.999869,2.999978
142.5000000000,372.50001000,0.00000000,-5.20000000,1.174620e-01,6.550728e-15,5.211523e-02,4.436773e-01,3.592590e+02,2.603401e+00,2.216377e+01,17.996811,2.999469
142.5000000000,372.50001000,0.00000000,-5.10000000,1.174984e-01,6.408389e-15,5.225985e-02,4.447706e-01,3.593140e+02,2.603697e+00,2.215942e+01,17.981408,2.996901
142.5000000000,372.50001000,0.00000000,-5.00000000,1.175349e-01,6.355450e-15,5.240452e-02,4.458635e-01,3.593691e+02,2.603993e+00,2.215506e+01,17.967399,2.994566
142.5000000000,372.50001000,0.00000000,-4.90000000,1.175714e-01,6.249427e-15,5.254925e-02,4.469560e-01,3.594243e+02,2.604290e+00,2.215071e+01,17.954781,2.992463
142.5000000000,372.50001000,0.00000000,-4.80000000,1.176080e-01,6.150578e-15,5.269403e-02,4.480480e-01,3.594796e+02,2.604588e+00,2.214635e+01,17.943550,2.990592
142.5000000000,372.50001000,0.00000000,-4.70000000,1.176446e-01,6.101016e-15,5.283886e-02,4.491397e-01,3.595350e+02,2.604885e+00,2.214199e+01,17.933701,2.988950
142.5000000000,372.50001000,0.00000000,-4.60000000,1.176813e-01,6.002802e-15,5.298375e-02,4.502310e-01,3.595905e+02,2.605184e+00,2.213763e+01,17.925231,2.987538
142.5000000000,372.50001000,0.00000000,-4.50000000,1.177180e-01,5.934237e-15,5.312869e-02,4.513219e-01,3.596461e+02,2.605483e+00,2.213327e+01,17.918135,2.986356
142.5000000000,372.50001000,0.00000000,-4.40000000,1.177547e-01,5.813890e-15,5.327369e-02,4.524123e-01,3.597018e+02,2.605783e+00,2.212890e+01,17.912411,2.985402
142.5000000000,372.50001000,0.00000000,-4.30000000,1.177915e-01,5.719725e-15,5.341874e-02,4.535024e-01,3.597577e+02,2.606083e+00,2.212454e+01,17.908052,2.984675
142.5000000000,372.50001000,0.00000000,-4.20000000,1.178284e-01,5.610929e-15,5.356384e-02,4.545921e-01,3.598136e+02,2.606383e+00,2.212017e+01,17.905056,2.984176
142.5000000000,372.50001000,0.00000000,-4.10000000,1.178653e-01,5.546214e-15,5.370900e-02,4.556814e-01,3.598697e+02,2.606685e+00,2.211580e+01,17.903419,2.983903
142.5000000000,372.50001000,0.00000000,-4.00000000,1.179022e-01,5.512090e-15,5.385422e-02,4.567703e-01,3.599259e+02,2.606987e+00,2.211143e+01,17.903137,2.983856
142.5000000000,372.50001000,0.00000000,-3.90000000,1.179392e-01,5.406266e-15,5.399949e-02,4.578588e-01,3.599822e+02,2.607289e+00,2.210706e+01,17.904205,2.984034
142.5000000000,372.50001000,0.00000000,-3.80000000,1.179762e-01,5.303527e-15,5.414481e-02,4.589468e-01,3.600386e+02,2.607592e+00,2.210269e+01,17.906620,2.984437
142.5000000000,372.50001000,0.00000000,-3.70000000,1.180133e-01,5.264919e-15,5.429019e-02,4.600345e-01,3.600951e+02,2.607895e+00,2.209832e+01,17.910377,2.985063
142.5000000000,372.50001000,0.00000000,-3.60000000,1.180504e-01,5.142772e-15,5.443563e-02,4.611218e-01,3.601517e+02,2.608199e+00,2.209394e+01,17.915474,2.985912
142.5000000000,372.50001000,0.00000000,-3.50000000,1.180876e-01,5.109348e-15,5.458112e-02,4.622087e-01,3.602085e+02,2.608504e+00,2.208957e+01,17.921905,2.986984
142.5000000000,372.50001000,0.00000000,-3.40000000,1.181248e-01,4.995554e-15,5.472666e-02,4.632952e-01,3.602653e+02,2.608809e+00,2.208519e+01,17.929668,2.988278
142.5000000000,372.50001000,0.00000000,-3.30000000,1.181621e-01,4.956893e-15,5.487227e-02,4.643813e-01,3.603223e+02,2.609115e+00,2.208081e+01,17.938757,2.989793
142.5000000000,372.50001000,0.00000000,-3.20000000,1.181994e-01,4.861509e-15,5.501793e-02,4.654670e-01,3.603793e+02,2.609421e+00,2.207643e+01,17.949170,2.991528
142.5000000000,372.50001000,0.00000000,-3.10000000,1.182368e-01,4.766711e-15,5.516364e-02,4.665523e-01,3.604365e+02,2.609728e+00,2.207205e+01,17.960902,2.993484
142.5000000000,372.50001000,0.00000000,-3.00000000,1.182742e-01,4.715292e-15,5.530941e-02,4.676373e-01,3.604938e+02,2.610035e+00,2.206767e+01,17.973949,2.995658
142.5000000000,372.50001000,0.00000000,-2.90000000,1.183116e-01,4.644117e-15,5.545524e-02,4.687218e-01,3.605512e+02,2.610343e+00,2.206328e+01,17.988308,2.998051
142.5000000000,373.00001000,0.00000000,-5.50000000,1.177358e-01,7.126008e-15,5.186330e-02,4.405059e-01,3.596924e+02,2.605717e+00,2.213191e+01,17.988948,2.998158
142.5000000000,373.00001000,0.00000000,-5.40000000,1.177722e-01,7.018788e-15,5.200799e-02,4.415983e-01,3.597473e+02,2.606012e+00,2.212757e+01,17.972510,2.995418
142.5000000000,373.00001000,0.00000000,-5.30000000,1.178086e-01,6.913763e-15,5.215273e-02,4.426903e-01,3.598022e+02,2.606308e+00,2.212323e+01,17.957469,2.992911
142.5000000000,373.00001000,0.00000000,-5.20000000,1.178451e-01,6.838718e-15,5.229753e-02,4.437819e-01,3.598572e+02,2.606604e+00,2.211889e+01,17.943820,2.990637
142.5000000000,373.00001000,0.00000000,-5.10000000,1.178817e-01,6.742945e-15,5.244238e-02,4.448731e-01,3.599124e+02,2.606900e+00,2.211455e+01,17.931560,2.988593
142.5000000000,373.00001000,0.00000000,-5.00000000,1.179182e-01,6.609614e-15,5.258729e-02,4.459640e-01,3.599676e+02,2.607197e+00,2.211021e+01,17.920684,2.986781
142.5000000000,373.00001000,0.00000000,-4.90000000,1.179549e-01,6.501958e-15,5.273225e-02,4.470544e-01,3.600230e+02,2.607495e+00,2.210587e+01,17.911189,2.985198
142.5000000000,373.00001000,0.00000000,-4.80000000,1.179916e-01,6.428486e-15,5.287726e-02,4.481444e-01,3.600785e+02,2.607793e+00,2.210152e+01,17.903070,2.983845
142.5000000000,373.00001000,0.00000000,-4.70000000,1.180283e-01,6.337209e-15,5.302233e-02,4.492341e-01,3.601341e+02,2.608092e+00,2.209718e+01,17.896324,2.982721
142.5000000000,373.00001000,0.00000000,-4.60000000,1.180651e-01,6.222228e-15,5.316745e-02,4.503233e-01,3.601898e+02,2.608392e+00,2.209283e+01,17.890946,2.981824
142.5000000000,373.00001000,0.00000000,-4.50000000,1.181019e-01,6.180395e-15,5.331263e-02,4.514121e-01,3.602456e+02,2.608692e+00,2.208848e+01,17.886933,2.981155
142.5000000000,373.00001000,0.00000000,-4.40000000,1.181388e-01,6.034706e-15,5.345786e-02,4.525006e-01,3.603015e+02,2.608992e+00,2.208413e+01,17.884280,2.980713
142.5000000000,373.00001000,0.00000000,-4.30000000,1.181757e-01,5.972633e-15,5.360314e-02,4.535886e-01,3.603576e+02,2.609293e+00,2.207978e+01,17.882983,2.980497
142.5000000000,373.00001000,0.00000000,-4.20000000,1.182126e-01,5.880263e-15,5.374848e-02,4.546763e-01,3.604137e+02,2.609595e+00,2.207543e+01,17.883039,2.980507
142.5000000000,373.00001000,0.00000000,-4.10000000,1.182496e-01,5.821872e-15,5.389388e-02,4.557635e-01,3.604700e+02,2.609897e+00,2.207107e+01,17.884444,2.980741
142.5000000000,373.00001000,0.00000000,-4.00000000,1.182867e-01,5.711253e-15,5.403932e-02,4.568504e-01,3.605263e+02,2.610199e+00,2.206672e+01,17.887193,2.981199
142.5000000000,373.00001000,0.00000000,-3.90000000,1.183238e-01,5.631600e-15,5.418483e-02,4.579368e-01,3.605828e+02,2.610503e+00,2.206236e+01,17.891283,2.981881
142.5000000000,373.00001000,0.00000000,-3.80000000,1.183610e-01,5.551592e-15,5.433039e-02,4.590229e-01,3.606394e+02,2.610806e+00,2.205800e+01,17.896710,2.982785
142.5000000000,373.00001000,0.00000000,-3.70000000,1.183982e-01,5.473776e-15,5.447600e-02,4.601086e-01,3.606961e+02,2.611111e+00,2.205364e+01,17.903469,2.983912
142.5000000000,373.00001000,0.00000000,-3.60000000,1.184354e-01,5.413642e-15,5.462168e-02,4.611938e-01,3.607529e+02,2.611416e+00,2.204928e+01,17.911558,2.985260
142.5000000000,373.00001000,0.00000000,-3.50000000,1.184727e-01,5.315883e-15,5.476740e-02,4.622787e-01,3.608098e+02,2.611721e+00,2.204492e+01,17.920971,2.986829
142.5000000000,373.00001000,0.00000000,-3.40000000,1.185100e-01,5.231121e-15,5.491318e-02,4.633632e-01,3.608669e+02,2.612027e+00,2.204056e+01,17.931706,2.988618
142.5000000000,373.00001000,0.00000000,-3.30000000,1.185474e-01,5.172801e-15,5.505902e-02,4.644473e-01,3.609240e+02,2.612334e+00,2.203619e+01,17.943758,2.990626
142.5000000000,373.00001000,0.00000000,-3.20000000,1.185849e-01,5.091478e-15,5.520492e-02,4.655309e-01,3.609812e+02,2.612641e+00,2.203183e+01,17.957124,2.992854
142.5000000000,373.00001000,0.00000000,-3.10000000,1.186223e-01,4.994053e-15,5.535087e-02,4.666142e-01,3.610386e+02,2.612949e+00,2.202746e+01,17.971799,2.995300
142.5000000000,373.00001000,0.00000000,-3.00000000,1.186599e-01,4.934531e-15,5.549688e-02,4.676971e-01,3.610961e+02,2.613257e+00,2.202309e+01,17.987780,2.997963
142.5000000000,373.50001000,0.00000000,-5.80000000,1.180105e-01,7.802604e-15,5.161103e-02,4.373427e-01,3.601277e+02,2.608042e+00,2.210009e+01,17.991326,2.998554
142.5000000000,373.50001000,0.00000000,-5.70000000,1.180469e-01,7.676015e-15,5.175579e-02,4.384343e-01,3.601824e+02,2.608336e+00,2.209577e+01,17.973831,2.995639
142.5000000000,373.50001000,0.00000000,-5.60000000,1.180833e-01,7.531313e-15,5.190061e-02,4.395254e-01,3.602371e+02,2.608631e+00,2.209145e+01,17.957736,2.992956
142.5000000000,373.50001000,0.00000000,-5.50000000,1.181198e-01,7.429473e-15,5.204548e-02,4.406162e-01,3.602920e+02,2.608926e+00,2.208713e+01,17.943035,2.990506
142.5000000000,373.50001000,0.00000000,-5.40000000,1.181563e-01,7.339594e-15,5.219040e-02,4.417066e-01,3.603470e+02,2.609222e+00,2.208280e+01,17.929724,2.988287
142.5000000000,373.50001000,0.00000000,-5.30000000,1.181928e-01,7.223590e-15,5.233538e-02,4.427966e-01,3.604021e+02,2.609518e+00,2.207848e+01,17.917800,2.986300
142.5000000000,373.50001000,0.00000000,-5.20000000,1.182294e-01,7.104877e-15,5.248041e-02,4.438861e-01,3.604574e+02,2.609815e+00,2.207415e+01,17.907258,2.984543
142.5000000000,373.50001000,0.00000000,-5.10000000,1.182661e-01,7.001125e-15,5.262550e-02,4.449753e-01,3.605127e+02,2.610113e+00,2.206983e+01,17.898095,2.983016
142.5000000000,373.50001000,0.00000000,-5.00000000,1.183028e-01,6.913439e-15,5.277064e-02,4.460641e-01,3.605682e+02,2.610411e+00,2.206550e+01,17.890306,2.981718
142.5000000000,373.50001000,0.00000000,-4.90000000,1.183396e-01,6.836367e-15,5.291583e-02,4.471525e-01,3.606237e+02,2.610709e+00,2.206117e+01,17.883887,2.980648
142.5000000000,373.50001000,0.00000000,-4.80000000,1.183764e-01,6.748583e-15,5.306108e-02,4.482405e-01,3.606794e+02,2.611008e+00,2.205684e+01,17.878835,2.979806
142.5000000000,373.50001000,0.00000000,-4.70000000,1.184132e-01,6.626239e-15,5.320638e-02,4.493281e-01,3.607351e+02,2.611308e+00,2.205251e+01,17.875145,2.979191
142.5000000000,373.50001000,0.00000000,-4.60000000,1.184501e-01,6.525880e-15,5.335173e-02,4.504153e-01,3.607910e+02,2.611608e+00,2.204817e+01,17.872814,2.978802
142.5000000000,373.50001000,0.00000000,-4.50000000,1.184870e-01,6.417520e-15,5.349714e-02,4.515021e-01,3.608470e+02,2.611909e+00,2.204384e+01,17.871837,2.978639
142.5000000000,373.50001000,0.00000000,-4.40000000,1.185240e-01,6.340109e-15,5.364261e-02,4.525885e-01,3.609031e+02,2.612210e+00,2.203950e+01,17.872210,2.978702
142.5000000000,373.50001000,0.00000000,-4.30000000,1.185611e-01,6.227874e-15,5.378813e-02,4.536745e-01,3.609594e+02,2.612512e+00,2.203517e+01,17.873930,2.978988
142.5000000000,373.50001000,0.00000000,-4.20000000,1.185981e-01,6.168692e-15,5.393370e-02,4.547601e-01,3.610157e+02,2.612815e+00,2.203083e+01,17.876992,2.979499
142.5000000000,373.50001000,0.00000000,-4.10000000,1.186353e-01,6.088815e-15,5.407933e-02,4.558454e-01,3.610721e+02,2.613118e+00,2.202649e+01,17.881394,2.980232
142.5000000000,373.50001000,0.00000000,-4.00000000,1.186724e-01,5.988904e-15,5.422502e-02,4.569302e-01,3.611287e+02,2.613421e+00,2.202214e+01,17.887130,2.981188
142.5000000000,373.50001000,0.00000000,-3.90000000,1.187097e-01,5.892211e-15,5.437076e-02,4.580146e-01,3.611854e+02,2.613726e+00,2.201780e+01,17.894196,2.982366
142.5000000000,373.50001000,0.00000000,-3.80000000,1.187469e-01,5.785366e-15,5.451655e-02,4.590987e-01,3.612421e+02,2.614030e+00,2.201346e+01,17.902590,2.983765
142.5000000000,373.50001000,0.00000000,-3.70000000,1.187842e-01,5.690024e-15,5.466241e-02,4.601823e-01,3.612990e+02,2.614335e+00,2.200911e+01,17.912307,2.985385
142.5000000000,373.50001000,0.00000000,-3.60000000,1.188216e-01,5.639609e-15,5.480831e-02,4.612656e-01,3.613560e+02,2.614641e+00,2.200476e+01,17.923343,2.987224
142.5000000000,373.50001000,0.00000000,-3.50000000,1.188590e-01,5.553481e-15,5.495428e-02,4.623484e-01,3.614131e+02,2.614948e+00,2.200042e+01,17.935695,2.989282
142.5000000000,373.50001000,0.00000000,-3.40000000,1.188965e-01,5.461092e-15,5.510029e-02,4.634309e-01,3.614703e+02,2.615255e+00,2.199607e+01,17.949358,2.991560
142.5000000000,373.50001000,0.00000000,-3.30000000,1.189340e-01,5.398995e-15,5.524637e-02,4.645130e-01,3.615277e+02,2.615562e+00,2.199172e+01,17.964328,2.994055
142.5000000000,373.50001000,0.00000000,-3.20000000,1.189715e-01,5.303310e-15,5.539250e-02,4.655946e-01,3.615851e+02,2.615870e+00,2.198736e+01,17.980603,2.996767
142.5000000000,373.50001000,0.00000000,-3.10000000,1.190091e-01,5.239973e-15,5.553869e-02,4.666759e-01,3.616427e+02,2.616179e+00,2.198301e+01,17.998177,2.999696
142.5000000000,374.00001000,0.00000000,-6.00000000,1.183225e-01,8.322733e-15,5.150325e-02,4.352786e-01,3.606193e+02,2.610669e+00,2.206401e+01,17.985398,2.997566
142.5000000000,374.00001000,0.00000000,-5.90000000,1.183589e-01,8.225834e-15,5.164814e-02,4.363689e-01,3.606739e+02,2.610963e+00,2.205971e+01,17.968227,2.994704
142.5000000000,374.00001000,0.00000000,-5.80000000,1.183953e-01,8.092998e-15,5.179309e-02,4.374588e-01,3.607287e+02,2.611257e+00,2.205541e+01,17.952452,2.992075
142.5000000000,374.00001000,0.00000000,-5.70000000,1.184318e-01,7.982202e-15,5.193808e-02,4.385483e-01,3.607835e+02,2.611552e+00,2.205110e+01,17.938069,2.989678
142.5000000000,374.00001000,0.00000000,-5.60000000,1.184684e-01,7.857024e-15,5.208313e-02,4.396374e-01,3.608385e+02,2.611848e+00,2.204679e+01,17.925075,2.987513
142.5000000000,374.00001000,0.00000000,-5.50000000,1.185050e-01,7.792281e-15,5.222824e-02,4.407262e-01,3.608936e+02,2.612144e+00,2.204249e+01,17.913466,2.985578
142.5000000000,374.00001000,0.00000000,-5.40000000,1.185416e-01,7.655675e-15,5.237340e-02,4.418145e-01,3.609488e+02,2.612441e+00,2.203818e+01,17.903236,2.983873
142.5000000000,374.00001000,0.00000000,-5.30000000,1.185783e-01,7.550310e-15,5.251861e-02,4.429024e-01,3.610040e+02,2.612738e+00,2.203387e+01,17.894383,2.982397
142.5000000000,374.00001000,0.00000000,-5.20000000,1.186150e-01,7.435058e-15,5.266387e-02,4.439900e-01,3.610595e+02,2.613036e+00,2.202956e+01,17.886903,2.981150
142.5000000000,374.00001000,0.00000000,-5.10000000,1.186518e-01,7.321489e-15,5.280919e-02,4.450771e-01,3.611150e+02,2.613334e+00,2.202524e+01,17.880790,2.980132
142.5000000000,374.00001000,0.00000000,-5.00000000,1.186886e-01,7.235494e-15,5.295456e-02,4.461639e-01,3.611706e+02,2.613633e+00,2.202093e+01,17.876042,2.979340
142.5000000000,374.00001000,0.00000000,-4.90000000,1.187255e-01,7.128269e-15,5.309999e-02,4.472502e-01,3.612263e+02,2.613933e+00,2.201661e+01,17.872654,2.978776
142.5000000000,374.00001000,0.00000000,-4.80000000,1.187624e-01,6.978567e-15,5.324547e-02,4.483362e-01,3.612822e+02,2.614233e+00,2.201230e+01,17.870623,2.978437
142.5000000000,374.00001000,0.00000000,-4.70000000,1.187993e-01,6.948043e-15,5.339101e-02,4.494218e-01,3.613382e+02,2.614533e+00,2.200798e+01,17.869944,2.978324
142.5000000000,374.00001000,0.00000000,-4.60000000,1.188363e-01,6.835190e-15,5.353660e-02,4.505070e-01,3.613942e+02,2.614834e+00,2.200366e+01,17.870614,2.978436
142.5000000000,374.00001000,0.00000000,-4.50000000,1.188734e-01,6.722911e-15,5.368224e-02,4.515917e-01,3.614504e+02,2.615136e+00,2.199934e+01,17.872628,2.978771
142.5000000000,374.00001000,0.00000000,-4.40000000,1.189105e-01,6.635364e-15,5.382794e-02,4.526761e-01,3.615067e+02,2.615438e+00,2.199501e+01,17.875983,2.979330
142.5000000000,374.00001000,0.00000000,-4.30000000,1.189476e-01,6.510852e-15,5.397370e-02,4.537601e-01,3.615631e+02,2.615741e+00,2.199069e+01,17.880674,2.980112
142.5000000000,374.00001000,0.00000000,-4.20000000,1.189848e-01,6.408928e-15,5.411951e-02,4.548437e-01,3.616196e+02,2.616044e+00,2.198637e+01,17.886699,2.981116
142.5000000000,374.00001000,0.00000000,-4.10000000,1.190221e-01,6.366398e-15,5.426538e-02,4.559269e-01,3.616763e+02,2.616348e+00,2.198204e+01,17.894052,2.982342
142.5000000000,374.00001000,0.00000000,-4.00000000,1.190594e-01,6.254105e-15,5.441130e-02,4.570098e-01,3.617330e+02,2.616653e+00,2.197771e+01,17.902731,2.983788
142.5000000000,374.00001000,0.00000000,-3.90000000,1.190967e-01,6.181974e-15,5.455727e-02,4.580922e-01,3.617899e+02,2.616958e+00,2.197338e+01,17.912730,2.985455
142.5000000000,374.00001000,0.00000000,-3.80000000,1.191341e-01,6.077283e-15,5.470331e-02,4.591742e-01,3.618468e+02,2.617263e+00,2.196905e+01,17.924047,2.987341
142.5000000000,374.00001000,0.00000000,-3.70000000,1.191715e-01,5.963827e-15,5.484940e-02,4.602558e-01,3.619039e+02,2.617569e+00,2.196472e+01,17.936677,2.989446
142.5000000000,374.00001000,0.00000000,-3.60000000,1.192090e-01,5.905415e-15,5.499554e-02,4.613371e-01,3.619611e+02,2.617876e+00,2.196039e+01,17.950617,2.991770
142.5000000000,374.00001000,0.00000000,-3.50000000,1.192465e-01,5.788519e-15,5.514174e-02,4.624179e-01,3.620184e+02,2.618183e+00,2.195605e+01,17.965863,2.994310
142.5000000000,374.00001000,0.00000000,-3.40000000,1.192841e-01,5.722849e-15,5.528800e-02,4.634984e-01,3.620758e+02,2.618491e+00,2.195171e+01,17.982411,2.997068
142.5000000000,374.50001000,0.00000000,-6.20000000,1.186355e-01,8.926747e-15,5.139533e-02,4.332206e-01,3.611125e+02,2.613304e+00,2.202802e+01,17.988970,2.998162
142.5000000000,374.50001000,0.00000000,-6.10000000,1.186719e-01,8.845467e-15,5.154034e-02,4.343097e-01,3.611671e+02,2.613598e+00,2.202373e+01,17.972099,2.995350
142.5000000000,374.50001000,0.00000000,-6.00000000,1.187083e-01,8.648717e-15,5.168542e-02,4.353983e-01,3.612218e+02,2.613892e+00,2.201944e+01,17.956623,2.992771
142.5000000000,374.50001000,0.00000000,-5.90000000,1.187449e-01,8.559306e-15,5.183054e-02,4.364866e-01,3.612767e+02,2.614187e+00,2.201516e+01,17.942537,2.990423
142.5000000000,374.50001000,0.00000000,-5.80000000,1.187814e-01,8.485342e-15,5.197572e-02,4.375745e-01,3.613316e+02,2.614482e+00,2.201087e+01,17.929838,2.988306
142.5000000000,374.50001000,0.00000000,-5.70000000,1.188180e-01,8.344479e-15,5.212095e-02,4.386620e-01,3.613866e+02,2.614778e+00,2.200657e+01,17.918521,2.986420
142.5000000000,374.50001000,0.00000000,-5.60000000,1.188547e-01,8.237436e-15,5.226623e-02,4.397490e-01,3.614418e+02,2.615074e+00,2.200228e+01,17.908583,2.984764
142.5000000000,374.50001000,0.00000000,-5.50000000,1.188914e-01,8.106655e-15,5.241157e-02,4.408357e-01,3.614970e+02,2.615371e+00,2.199799e+01,17.900019,2.983336
142.5000000000,374.50001000,0.00000000,-5.40000000,1.189281e-01,8.005582e-15,5.255696e-02,4.419220e-01,3.615524e+02,2.615669e+00,2.199369e+01,17.892825,2.982137
142.5000000000,374.50001000,0.00000000,-5.30000000,1.189649e-01,7.868658e-15,5.270241e-02,4.430080e-01,3.616079e+02,2.615967e+00,2.198940e+01,17.886998,2.981166
142.5000000000,374.50001000,0.00000000,-5.20000000,1.190018e-01,7.755098e-15,5.284791e-02,4.440935e-01,3.616635e+02,2.616266e+00,2.198510e+01,17.882532,2.980422
