T,µB,µQ,µS,p/T^4,s/T^3,nB/T^3,nS/T^3,nQ/T^3,ε/T^4,cs2,chiBB/T^2,chiQQ/T^2,chiSS/T^2,chiBQ/T^2,chiBS/T^2,chiQS/T^2,chiTB/T^2,chiTQ/T^2,chiTS/T^2,chiTT/T^2
5,-800,-800,-800,1.62537547e+09,2.14985821e+06,-2.56257929e+07,-1.43169343e+07,-6.44482327e+07,1.50793280e+10,1.17350470e-01,6.50525884e+05,2.15019522e+06,9.37471314e+05,9.28956998e+05,-3.20368094e+05,3.20371512e+05,-1.89219341e+04,-6.20192119e+04,-2.66142807e+04,2.13825081e+06
5,-800,-800,-600,1.43048632e+09,1.81921556e+06,-3.03229968e+07,-4.79663295e+05,-5.97517271e+07,1.30408483e+10,1.20544106e-01,5.49503234e+05,2.05008896e+06,8.82748244e+04,1.02997965e+06,-2.91183379e+04,3.00381485e+04,-2.74500669e+04,-5.52451880e+04,-3.99689140e+03,1.81261148e+06
5,-800,-800,-400,1.42887199e+09,1.78747713e+06,-3.04840661e+07,1.41544742e+03,-5.95927870e+07,1.29850987e+10,1.20878977e-01,5.40513596e+05,2.04017953e+06,7.16493753e+02,1.04040224e+06,-7.16474783e+02,-7.16455814e+02,-2.88102668e+04,-5.33479945e+04,6.20701673e+02,1.77780654e+06
5,-800,-800,-200,1.43065583e+09,1.80608702e+06,-3.05968866e+07,1.14235934e+05,-5.97056074e+07,1.30149799e+10,1.20754879e-01,5.46192822e+05,2.04585874e+06,6.39570089e+03,1.04608146e+06,-6.39570089e+03,-6.39570089e+03,-2.98343697e+04,-5.43718678e+04,1.64503428e+03,1.79596963e+06
5,-800,-800,0,1.44375346e+09,1.85256274e+06,-3.11014542e+07,6.18803530e+05,-6.02101750e+07,1.31679598e+10,1.20520105e-01,5.60313296e+05,2.05997921e+06,2.05161749e+04,1.06020194e+06,-2.05161749e+04,-2.05161749e+04,-3.05496491e+04,-5.50871473e+04,2.36031361e+03,1.84260721e+06
5,-800,-800,200,1.49495026e+09,2.02457759e+06,-3.27488752e+07,2.26622455e+06,-6.18575960e+07,1.37347587e+10,1.19030140e-01,6.12692462e+05,2.11235838e+06,7.28953408e+04,1.11258110e+06,-7.28953408e+04,-7.28953408e+04,-3.57797550e+04,-6.03172531e+04,7.59041962e+03,2.01280697e+06
5,-800,-800,400,1.67095669e+09,2.42526071e+06,-3.77745492e+07,7.54554115e+06,-6.66047842e+07,1.56358052e+10,1.16817326e-01,7.34105405e+05,2.21908988e+06,2.29762863e+05,1.21931260e+06,-2.06126477e+05,-1.79626839e+05,-4.13355767e+04,-6.37913874e+04,1.43591418e+04,2.41854849e+06
5,-800,-800,600,2.27299142e+09,3.42132464e+06,-5.28285684e+07,2.63051690e+07,-7.77000759e+07,2.17716333e+10,1.14738003e-01,1.03619773e+06,2.43968021e+06,8.28493900e+05,1.42049071e+06,-6.00627628e+05,-3.61392720e+05,-5.15901356e+04,-6.77203390e+04,2.94820104e+04,3.40919188e+06
5,-800,-800,800,4.35491262e+09,5.36334600e+06,-9.32802560e+07,9.05897116e+07,-9.31308685e+07,3.99705845e+10,1.22729774e-01,1.62157928e+06,2.76385420e+06,2.86156424e+06,1.54261940e+06,-1.60910248e+06,-2.93294307e+05,-7.31849302e+04,-6.02823839e+04,7.67518147e+04,5.33330406e+06
5,-800,-600,-800,2.71059693e+08,6.72280728e+05,-3.72318317e+06,-5.93256981e+06,-1.29449747e+07,2.82793003e+09,9.57244372e-02,2.03493593e+05,6.42508894e+05,3.83713659e+05,2.61487070e+05,-1.29381782e+05,1.30301592e+05,-1.09453721e+04,-2.83859430e+04,-6.86552471e+03,6.76063448e+05
5,-800,-600,-600,2.02449298e+08,5.25423351e+05,-5.71000040e+06,-2.13569239e-02,-1.09574557e+07,2.02657088e+09,9.17375264e-02,1.59474417e+05,5.97569927e+05,2.61326001e-02,3.05506245e+05,-2.38775507e-03,2.13570900e-02,-1.27441143e+04,-2.48083445e+04,-2.67863614e-01,5.26203178e+05
5,-800,-600,-400,2.02449298e+08,5.25423089e+05,-5.71000040e+06,-4.34840227e-07,-1.09574557e+07,2.02657087e+09,9.17375269e-02,1.59474416e+05,5.97569907e+05,4.34840261e-07,3.05506246e+05,-1.66202707e-14,-1.66201901e-14,-1.27441270e+04,-2.48081021e+04,-8.83542554e-06,5.26200164e+05
5,-800,-600,-200,2.02451423e+08,5.27755802e+05,-5.71141587e+06,1.41546638e+03,-1.09588711e+07,2.02691079e+09,9.17248235e-02,1.60190891e+05,5.98286382e+05,7.16474788e+02,3.06222721e+05,-7.16474783e+02,-7.16474779e+02,-1.33650584e+04,-2.54290335e+04,6.20931259e+02,5.28422441e+05
5,-800,-600,0,2.04235255e+08,5.46365940e+05,-5.82423634e+06,1.14235934e+05,-1.10716916e+07,2.05679192e+09,9.13402950e-02,1.65870117e+05,6.03965608e+05,6.39570089e+03,3.11901947e+05,-6.39570089e+03,-6.39570089e+03,-1.43891613e+04,-2.64531364e+04,1.64503428e+03,5.46588336e+05
5,-800,-600,200,2.17332888e+08,5.92841660e+05,-6.32880393e+06,6.18803530e+05,-1.15762592e+07,2.20977183e+09,9.19396390e-02,1.79990591e+05,6.18086082e+05,2.05161749e+04,3.26022421e+05,-2.05161749e+04,-2.05161749e+04,-1.51044407e+04,-2.71684158e+04,2.36031369e+03,5.93225918e+05
5,-800,-600,400,2.73344043e+08,8.13202197e+05,-8.25471082e+06,2.79835299e+06,-1.32236802e+07,2.85893276e+09,8.92463813e-02,2.47051202e+05,6.70465248e+05,1.23031365e+05,3.78401587e+05,-9.93949789e+04,-7.28953408e+04,-2.24162340e+04,-3.23985217e+04,1.08850075e+04,8.12215005e+05
5,-800,-600,600,5.87240624e+08,1.50183371e+06,-1.73833201e+07,1.67686827e+07,-1.72288669e+07,6.27529839e+09,9.72400644e-02,4.55903222e+05,7.97815279e+05,7.02442723e+05,4.64514552e+05,-4.19804921e+05,-1.20446988e+05,-3.23365810e+04,-3.42735136e+04,2.70835860e+04,1.50759377e+06
5,-800,-600,800,2.34366616e+09,3.83384069e+06,-5.55830154e+07,9.10490683e+07,-1.71655499e+07,2.31811671e+10,1.06234983e-01,1.16072992e+06,1.24143441e+06,3.78774347e+06,4.42663860e+05,-1.78696687e+06,3.30872768e+05,-5.76723121e+04,-3.02507066e+04,7.79440219e+04,3.81992075e+06
5,-800,-400,-800,3.63246439e+07,1.28245770e+05,8.35932043e+03,-2.14025345e+06,-2.01016949e+06,4.65720223e+08,1.03881626e-01,3.88664345e+04,9.07122644e+04,1.61485082e+05,2.02628019e+04,-5.38283543e+04,5.38283732e+04,-9.15449142e+02,-5.50790417e+03,-3.86817862e+03,1.30762712e+05
5,-800,-400,-600,1.83204762e+07,6.89090377e+04,-7.05058491e+05,-9.07509660e-20,-1.29675166e+06,1.98297924e+08,1.09814012e-01,2.09236497e+04,7.27694606e+04,1.11039032e-19,3.82055867e+04,-1.01440331e-20,9.07310731e-20,-2.20476543e+03,-4.21835821e+03,-4.76839824e-18,6.93708204e+04
5,-800,-400,-400,1.83204762e+07,6.89090378e+04,-7.05058491e+05,-5.11733144e-06,-1.29675166e+06,1.98297924e+08,1.09814012e-01,2.09236497e+04,7.27694607e+04,5.11733146e-06,3.82055867e+04,-7.06087978e-32,4.68249122e-06,-2.20476543e+03,-4.21835831e+03,-1.02065940e-04,6.93708224e+04
5,-800,-400,-200,1.83204762e+07,6.89090377e+04,-7.05058491e+05,1.66202707e-14,-1.29675166e+06,1.98297924e+08,1.09814012e-01,2.09236497e+04,7.27694606e+04,1.66202707e-14,3.82055867e+04,-1.66202707e-14,-1.66202707e-14,-2.20476543e+03,-4.21835821e+03,6.54636713e-13,6.93708204e+04
5,-800,-400,0,1.83226011e+07,7.12417510e+04,-7.06473957e+05,1.41546639e+03,-1.29816713e+06,1.98637844e+08,1.09652937e-01,2.16401245e+04,7.34859354e+04,7.16474784e+02,3.89220615e+04,-7.16474783e+02,-7.16474783e+02,-2.82569678e+03,-4.83928958e+03,6.20931343e+02,7.15930960e+04
5,-800,-400,200,2.01064337e+07,8.98518889e+04,-8.19294425e+05,1.14235934e+05,-1.41098760e+06,2.28518971e+08,1.03891081e-01,2.73193506e+04,7.91651615e+04,6.39570089e+03,4.46012876e+04,-6.39570089e+03,-6.39570089e+03,-3.84979971e+03,-5.86339249e+03,1.64503428e+03,8.97589931e+04
5,-800,-400,400,3.80184219e+07,1.84673309e+05,-1.60234788e+06,1.15093197e+06,-1.91555519e+06,4.63860886e+08,9.49364439e-02,5.61212706e+04,9.32856363e+04,7.06522060e+04,5.87217608e+04,-4.70158154e+04,-2.05161725e+04,-6.64677926e+03,-6.57865918e+03,5.65493980e+03,1.85186108e+05
5,-800,-400,600,2.86802315e+08,7.99713885e+05,-9.10106475e+06,1.62060596e+07,-1.35110008e+06,3.22298292e+09,1.00336183e-01,2.43164046e+05,1.98826423e+05,8.42886796e+05,5.79393062e+04,-4.01560244e+05,7.47713302e+04,-1.94257721e+04,-9.10694852e+03,2.60144381e+04,7.99131208e+05
5,-800,-400,800,2.40532028e+09,3.15439643e+06,-5.22153598e+07,1.16104552e+08,1.66423316e+07,2.31976335e+10,1.17592798e-01,9.53202253e+05,6.47657064e+05,4.61760188e+06,-1.77428340e+05,-1.95423337e+06,9.19907709e+05,-4.49287963e+04,-2.52867694e+03,7.68222830e+04,3.14094442e+06
5,-800,-200,-800,1.67319014e+06,3.65513275e+04,1.48290508e+05,-4.78961513e+05,-1.71018811e+05,5.81114744e+07,4.57012365e-02,1.11099492e+04,1.11148773e+04,8.73550138e+04,-8.30063342e+03,-2.91183379e+04,2.91183379e+04,5.08835571e+02,-9.82692536e+02,-2.21780547e+03,3.65799905e+04
5,-800,-200,-600,5.73644158e+04,4.62472464e+03,-1.13633294e+04,-4.68249120e-06,-1.13649731e+04,2.21999194e+06,4.12085473e-02,1.40383653e+03,1.40876462e+03,4.68249122e-06,1.40547923e+03,-4.30954460e-38,4.68249122e-06,-2.30432890e+02,-2.43424169e+02,-9.32305136e-05,4.69014914e+03
5,-800,-200,-400,5.73644158e+04,4.62472456e+03,-1.13633294e+04,-4.34840243e-07,-1.13649731e+04,2.21999194e+06,4.12085473e-02,1.40383653e+03,1.40876461e+03,4.34840244e-07,1.40547923e+03,-2.99971187e-49,1.98928813e-23,-2.30432890e+02,-2.43424076e+02,-8.83542619e-06,4.69014746e+03
5,-800,-200,-200,5.73644158e+04,4.62472456e+03,-1.13633294e+04,-4.34840243e-07,-1.13649731e+04,2.21999194e+06,4.12085473e-02,1.40383653e+03,1.40876462e+03,4.34840244e-07,1.40547923e+03,-7.06087978e-32,4.34840244e-07,-2.30432890e+02,-2.43424085e+02,-8.83542619e-06,4.69014746e+03
5,-800,-200,0,5.73644158e+04,4.62472455e+03,-1.13633294e+04,1.66202707e-14,-1.13649731e+04,2.21999194e+06,4.12085473e-02,1.40383653e+03,1.40876461e+03,1.66202707e-14,1.40547923e+03,-1.66202707e-14,-1.66202707e-14,-2.30432890e+02,-2.43424076e+02,6.54636714e-13,4.69014728e+03
5,-800,-200,200,5.94892674e+04,6.95743781e+03,-1.27787958e+04,1.41546639e+03,-1.27804395e+04,2.55991174e+06,3.71718933e-02,2.12031132e+03,2.12523940e+03,7.16474784e+02,2.12195401e+03,-7.16474784e+02,-7.16474783e+02,-8.51364243e+02,-8.64355428e+02,6.20931354e+02,6.91242273e+03
5,-800,-200,400,8.46199817e+06,1.14638761e+05,-5.92322629e+05,1.18249322e+06,6.26365967e+04,1.78518255e+08,5.66260303e-02,3.48628435e+04,2.01863264e+04,1.54589732e+05,-4.58068075e+03,-6.73651734e+04,2.80741335e+04,-5.00624912e+03,-8.39363810e+02,7.77707974e+03,1.14528311e+05
5,-800,-200,600,3.67681409e+08,8.43894682e+05,-1.04292112e+07,2.45407301e+07,5.25097028e+06,4.03668508e+09,9.92194136e-02,2.56406996e+05,1.60228490e+05,1.41676163e+06,-1.16381896e+05,-5.76315602e+05,3.54285020e+05,-2.01937563e+04,8.07051420e+03,4.26738182e+04,8.41762084e+05
5,-800,-200,800,3.57756068e+09,3.36139394e+06,-6.62111629e+07,1.64342132e+08,4.21115928e+07,3.16298642e+10,1.34854316e-01,1.01497877e+06,6.57592697e+05,5.70134253e+06,-5.08987772e+05,-2.30895800e+06,1.48809534e+06,-4.36250359e+04,9.06509796e+03,8.10542014e+04,3.33910579e+06
5,-800,0,-800,1.92714259e-01,7.81358849e-01,7.95917821e-04,-2.39712048e-03,-8.00601332e-04,8.44837016e-01,2.47781110e-01,7.95919037e-04,8.00601209e-04,7.17263020e-03,-7.95918018e-04,-2.38775507e-03,2.39243756e-03,1.27311632e-02,-1.28244234e-02,-3.83800100e-02,2.51148059e+00
5,-800,0,-600,1.91908975e-01,7.67635919e-01,-6.79893397e-10,-3.97857627e-23,-3.39946699e-10,5.75727053e-01,3.33333275e-01,6.79893397e-10,3.60250288e-10,3.97857627e-23,3.39946699e-10,-1.83084722e-55,1.98928813e-23,-1.97916571e-08,-9.89582853e-09,-2.38358300e-21,2.30290830e+00
5,-800,0,-400,1.91909845e-01,7.67654460e-01,-6.79893397e-10,-8.69680486e-07,-4.35180190e-07,5.75814298e-01,3.33296712e-01,6.79893397e-10,4.35200495e-07,8.69680488e-07,3.39946699e-10,-2.91981873e-60,4.34840244e-07,-1.97916571e-08,-8.84532202e-06,-1.76708524e-05,2.30326868e+00
5,-800,0,-200,1.91908975e-01,7.67635919e-01,-6.79893397e-10,-3.69471079e-24,-3.39946699e-10,5.75727053e-01,3.33333275e-01,6.79893397e-10,3.60250288e-10,3.69471079e-24,3.39946699e-10,-6.87282311e-43,1.84735539e-24,-1.97916571e-08,-9.89582853e-09,-2.22860472e-22,2.30290830e+00
5,-800,0,0,1.91908975e-01,7.67635919e-01,-6.79893397e-10,1.61776130e-25,-3.39946699e-10,5.75727053e-01,3.33333275e-01,6.79893397e-10,3.60250288e-10,1.61776130e-25,3.39946699e-10,-1.61776130e-25,1.68091474e-41,-1.97916571e-08,-9.89582853e-09,1.04585655e-23,2.30290830e+00
5,-800,0,200,1.91909075e-01,7.67638505e-01,-1.00410853e-07,1.61382202e-07,3.04856744e-08,5.75751952e-01,3.33322613e-01,1.00410853e-07,3.11859047e-08,2.84684687e-07,-3.04856744e-08,-1.61382202e-07,6.16512423e-08,-2.50627823e-06,7.64045696e-07,4.03436962e-06,2.30297045e+00
5,-800,0,400,2.74767503e+07,1.51301464e+05,-1.24837718e+06,3.18249796e+06,9.67060388e+05,4.27014737e+08,8.67278658e-02,4.58753725e+04,3.11939272e+04,2.60326808e+05,-2.97609777e+04,-1.05397328e+05,7.74647401e+04,-5.82576689e+03,2.50221679e+03,1.08302005e+04,1.54151866e+05
5,-800,0,600,7.39740322e+08,1.34825615e+06,-1.85700771e+07,4.74174765e+07,1.44236997e+07,7.92291746e+09,9.94809782e-02,4.08466572e+05,3.12283138e+05,2.63477086e+06,-2.99491736e+05,-1.00745004e+06,8.13660410e+05,-2.31128492e+04,1.28940230e+04,4.89008952e+04,1.34394950e+06
5,-800,0,800,5.82917476e+09,4.00405079e+06,-9.25502801e+07,2.36086841e+08,7.17682804e+07,4.67567687e+10,1.51260557e-01,1.20927128e+06,8.51880281e+05,7.06069277e+06,-8.10847932e+05,-2.83096714e+06,2.11486281e+06,-4.74044203e+04,2.37785513e+04,9.49615229e+04,3.98449050e+06
5,-800,200,-800,1.91913657e-01,7.67733821e-01,-3.39946706e-10,-4.68249120e-06,6.98351257e-18,5.76569417e-01,3.32974992e-01,3.39946706e-10,6.99031504e-18,4.68249122e-06,-6.99029515e-18,-1.01440331e-20,1.01639259e-20,-9.89582886e-09,3.34535591e-16,-9.32305136e-05,2.30477137e+00
5,-800,200,-600,1.91909410e-01,7.67645179e-01,-3.39946706e-10,-4.34840243e-07,-4.34840243e-07,5.75770611e-01,3.33315022e-01,3.39946706e-10,4.34840244e-07,4.34840244e-07,-6.98691380e-18,-1.27438464e-66,4.34840244e-07,-9.89582886e-09,-8.83542619e-06,-8.83542619e-06,2.30308818e+00
5,-800,200,-400,1.91909410e-01,7.67645179e-01,-3.39946706e-10,-4.34840243e-07,6.98691196e-18,5.75770611e-01,3.33315022e-01,3.39946706e-10,6.98691565e-18,4.34840244e-07,-6.98691380e-18,-2.99971187e-49,1.84735539e-24,-9.89582886e-09,3.34726012e-16,-8.83542619e-06,2.30308818e+00
5,-800,200,-200,1.91908975e-01,7.67635908e-01,-3.39946706e-10,-1.84735532e-24,6.98691380e-18,5.75726988e-01,3.33333305e-01,3.39946706e-10,6.98691381e-18,1.84735546e-24,-6.98691380e-18,-7.06087978e-32,7.06087978e-32,-9.89582886e-09,3.34726123e-16,-1.11430230e-22,2.30290799e+00
5,-800,200,0,1.91908975e-01,7.67635908e-01,-3.39963326e-10,1.66202707e-14,1.66272576e-14,5.75726988e-01,3.33333305e-01,3.39963326e-10,1.66272576e-14,1.66202707e-14,-1.66272576e-14,-1.66202707e-14,1.66202707e-14,-9.89648350e-09,6.54971440e-13,6.54636714e-13,2.30290799e+00
5,-800,200,200,1.90619961e+05,1.11323903e+04,-2.99991329e+04,5.85828002e+04,2.99991329e+04,8.16365101e+06,3.73839430e-02,3.39222380e+03,3.39222380e+03,1.14194748e+04,-3.39222380e+03,-6.06797362e+03,6.06797362e+03,-9.30770171e+02,9.30770178e+02,1.24062173e+03,1.09956048e+04
5,-800,200,400,1.06582105e+08,3.32484966e+05,-3.62746343e+06,9.07408121e+06,3.34897757e+06,1.33403013e+09,9.90041298e-02,1.01097081e+05,8.64156355e+04,5.83328605e+05,-8.64156355e+04,-2.34278637e+05,2.07778998e+05,-7.21447029e+03,5.13278289e+03,1.34040482e+04,3.32944938e+05
5,-800,200,600,1.61545995e+09,1.99633727e+06,-3.45888549e+07,8.95906658e+07,3.06681184e+07,1.58983578e+10,1.18872844e-01,6.03229270e+05,5.07045836e+05,3.86376069e+06,-5.05612887e+05,-1.48358675e+06,1.30115557e+06,-2.47231674e+04,1.65525470e+04,5.16696359e+04,1.98668411e+06
5,-800,200,800,9.45914644e+09,5.04187924e+06,-1.31719034e+08,3.34963876e+08,1.11946170e+08,6.96930079e+10,1.65074644e-01,1.53489648e+06,1.17750548e+06,8.72527772e+06,-1.16471408e+06,-3.53933090e+06,2.85146751e+06,-5.71151521e+04,3.49198418e+04,1.14233463e+05,5.06576273e+06
5,-800,400,-800,1.83604972e+00,1.54099363e+01,-1.64365497e+00,-5.11733144e-06,1.64365453e+00,4.08051863e+02,6.97139919e-03,1.64269423e+00,1.64269467e+00,5.11733146e-06,-1.64269423e+00,-4.30965588e-38,4.34840244e-07,-1.29911861e+01,1.29911772e+01,-1.02065940e-04,1.07535241e+02
5,-800,400,-600,1.83604460e+00,1.54098291e+01,-1.64365497e+00,-2.17402367e-23,1.64365497e+00,4.08050977e+02,6.97138608e-03,1.64269423e+00,1.64269423e+00,2.17402367e-23,-1.64269423e+00,-2.99971187e-49,1.84735539e-24,-1.29911861e+01,1.29911861e+01,-1.30322174e-21,1.07533198e+02
5,-800,400,-400,1.83604503e+00,1.54098384e+01,-1.64365497e+00,-4.34840243e-07,1.64365497e+00,4.08051020e+02,6.97139307e-03,1.64269423e+00,1.64269423e+00,4.34840244e-07,-1.64269423e+00,-7.06087978e-32,7.06087978e-32,-1.29911861e+01,1.29911861e+01,-8.83542619e-06,1.07533378e+02
5,-800,400,-200,1.83604460e+00,1.54098291e+01,-1.64365497e+00,1.66202707e-14,1.64365497e+00,4.08050977e+02,6.97139709e-03,1.64269423e+00,1.64269423e+00,1.66202707e-14,-1.64269423e+00,-1.66202707e-14,1.66202707e-14,-1.29911861e+01,1.29911861e+01,6.54636714e-13,1.07533198e+02
5,-800,400,0,2.12668771e+03,2.34812310e+03,-1.41711004e+03,1.41546639e+03,1.41711004e+03,3.40327846e+05,1.02946957e-02,7.18117478e+02,7.18117478e+02,7.16474784e+02,-7.18117478e+02,-7.16474784e+02,7.16474784e+02,-6.33922539e+02,6.33922548e+02,6.20931362e+02,2.32980881e+03
5,-800,400,200,8.05576218e+06,9.18379639e+04,-5.27533991e+05,1.10048260e+06,5.27533991e+05,1.62663538e+08,5.85238705e-02,2.79216492e+04,2.79216492e+04,1.41023486e+05,-2.79216492e+04,-5.91504247e+04,5.91504247e+04,-3.61019443e+03,3.61019443e+03,6.28864066e+03,9.19121506e+04
5,-800,400,400,3.35542475e+08,7.20575316e+05,-9.14044996e+06,2.22404651e+07,8.86196410e+06,3.61584443e+09,9.96845154e-02,2.18924630e+05,2.04243185e+05,1.30010651e+06,-2.04243185e+05,-5.13377117e+05,4.86877479e+05,-1.71121664e+04,1.50304791e+04,3.90237508e+04,7.18204842e+05
5,-800,400,600,3.31415361e+09,2.94133340e+06,-6.00515178e+07,1.53094199e+08,5.61336122e+07,2.91590234e+10,1.36737071e-01,8.87570596e+05,7.91387162e+05,5.30152986e+06,-7.91387162e+05,-2.09168313e+06,1.91068489e+06,-3.69378595e+04,3.00091018e+04,7.19046059e+04,2.92119469e+06
5,-800,400,800,1.49756269e+10,6.10678997e+06,-1.85985637e+08,4.64478982e+08,1.66438414e+08,1.02419892e+11,1.79446953e-01,1.91431363e+06,1.55692265e+06,1.04403720e+07,-1.55548968e+06,-4.29722745e+06,3.62072253e+06,-6.82315305e+04,4.80846557e+04,1.42801710e+05,6.32227592e+06
5,-800,600,-800,2.08986947e+06,2.48213757e+04,-1.59129168e+05,-4.68249120e-06,1.59129168e+05,4.24911189e+07,7.52967025e-02,7.54496988e+03,7.54496988e+03,4.68249122e-06,-7.54496988e+03,-1.11271390e-42,1.84735539e-24,-4.82080668e+02,4.82080668e+02,-9.32305136e-05,2.48134456e+04
5,-800,600,-600,2.08986947e+06,2.48213756e+04,-1.59129168e+05,-1.98928813e-23,1.59129168e+05,4.24911189e+07,7.52967029e-02,7.54496988e+03,7.54496988e+03,1.98928814e-23,-7.54496988e+03,-7.06087978e-32,7.06087978e-32,-4.82080668e+02,4.82080668e+02,-1.19179149e-21,2.48134437e+04
5,-800,600,-400,2.08986947e+06,2.48213756e+04,-1.59129168e+05,-4.34840227e-07,1.59129168e+05,4.24911189e+07,7.52967029e-02,7.54496988e+03,7.54496988e+03,4.34840261e-07,-7.54496988e+03,-1.66202707e-14,1.66202707e-14,-4.82080668e+02,4.82080668e+02,-8.83542554e-06,2.48134439e+04
5,-800,600,-200,2.09199432e+06,2.71540889e+04,-1.60544634e+05,1.41546639e+03,1.60544634e+05,4.28310387e+07,7.49800919e-02,8.26144467e+03,8.26144467e+03,7.16474784e+02,-8.26144467e+03,-7.16474783e+02,7.16474784e+02,-1.10301202e+03,1.10301203e+03,6.20931361e+02,2.70357193e+04
5,-800,600,0,4.06432183e+06,5.45631227e+04,-3.01948767e+05,1.71403265e+05,3.01948767e+05,8.05358962e+07,6.78554206e-02,1.66164190e+04,1.66164190e+04,1.70986938e+04,-1.66164190e+04,-1.17471973e+04,1.17471973e+04,-2.43694103e+03,2.43694103e+03,2.26468645e+03,5.39724378e+04
5,-800,600,200,6.65381399e+07,2.78858145e+05,-2.76785858e+06,5.31207311e+06,2.76785858e+06,9.21224046e+08,9.35654457e-02,8.46804357e+04,8.46804357e+04,3.36707262e+05,-8.46804357e+04,-1.51697542e+05,1.51697542e+05,-6.13053045e+03,6.13053055e+03,1.02259023e+04,2.81041136e+05
5,-800,600,400,9.14977169e+08,1.60374697e+06,-2.22271891e+07,5.26288081e+07,2.19487033e+07,9.48712588e+09,1.00630687e-01,4.85882388e+05,4.71200943e+05,2.75945858e+06,-4.71200943e+05,-1.09559318e+06,1.06909354e+06,-2.57280714e+04,2.36463840e+04,5.03241246e+04,1.59660275e+06
5,-800,600,600,6.28813508e+09,4.26464706e+06,-9.92022493e+07,2.44231113e+08,9.52843437e+07,5.03303442e+10,1.51458300e-01,1.28619764e+06,1.19001422e+06,7.00745902e+06,-1.19001421e+06,-2.85947681e+06,2.67847860e+06,-4.30845452e+04,3.61560172e+04,8.11587540e+04,4.24928833e+06
5,-800,600,800,2.30087740e+10,7.24973764e+06,-2.58201114e+08,6.27065307e+08,2.38657423e+08,1.47279994e+11,1.91645343e-01,2.41427743e+06,2.05780624e+06,1.23133685e+07,-2.05688643e+06,-5.17848026e+06,4.50432809e+06,-8.79429646e+04,7.08168089e+04,1.91161546e+05,7.94761615e+06
5,-800,800,-800,1.60632269e+07,5.69188580e+04,-5.91693171e+05,-4.68249120e-06,5.91693171e+05,1.73335507e+08,1.08633327e-01,1.72819370e+04,1.72819370e+04,4.68249122e-06,-1.72819370e+04,-1.41217596e-31,1.56964341e-41,-2.01359279e+03,2.01359279e+03,-9.32305136e-05,5.72890532e+04
5,-800,800,-600,1.60632269e+07,5.69188579e+04,-5.91693171e+05,1.66202707e-14,5.91693171e+05,1.73335507e+08,1.08358709e-01,1.72819370e+04,1.72819370e+04,1.66202707e-14,-1.72819370e+04,-1.66202707e-14,1.66202707e-14,-2.01359279e+03,2.01359279e+03,6.54636713e-13,5.72890514e+04
5,-800,800,-400,1.60653518e+07,5.92515711e+04,-5.93108638e+05,1.41546639e+03,5.93108638e+05,1.73675427e+08,1.06793852e-01,1.79984118e+04,1.79984118e+04,7.16474784e+02,-1.79984118e+04,-7.16474783e+02,7.16474784e+02,-2.63452414e+03,2.63452415e+03,6.20931352e+02,5.95113271e+04
5,-800,800,-200,1.78491844e+07,7.78617090e+04,-7.05929105e+05,1.14235934e+05,7.05929105e+05,2.03556554e+08,1.01325563e-01,2.36776379e+04,2.36776379e+04,6.39570089e+03,-2.36776379e+04,-6.39570089e+03,6.39570089e+03,-3.65862707e+03,3.65862707e+03,1.64503428e+03,7.76772241e+04
5,-800,800,0,3.56007941e+07,1.63290543e+05,-1.46413928e+06,1.12608869e+06,1.46413928e+06,4.33087066e+08,9.45249611e-02,4.96163056e+04,4.96163056e+04,6.77889537e+04,-4.96163056e+04,-4.41525631e+04,4.41525631e+04,-5.58681972e+03,5.58681981e+03,4.78615299e+03,1.63841616e+05
5,-800,800,200,2.74557800e+08,7.11329295e+05,-8.45609497e+06,1.54208126e+07,8.45609497e+06,3.04893642e+09,1.01589130e-01,2.16335504e+05,2.16335504e+05,7.84245388e+05,-2.16335504e+05,-3.66555222e+05,3.66555222e+05,-1.56956146e+04,1.56956146e+04,2.12625527e+04,7.09794008e+05
5,-800,800,400,2.25213566e+09,2.77868789e+06,-4.75267617e+07,1.08143018e+08,4.72482759e+07,2.15660905e+10,1.18426195e-01,8.39000695e+05,8.24319269e+05,4.28805224e+06,-8.24319250e+05,-1.77067692e+06,1.74417730e+06,-3.71247823e+04,3.50433246e+04,6.58198984e+04,2.76509581e+06
5,-800,800,600,1.11797957e+10,5.86242430e+06,-1.56588101e+08,3.68565823e+08,1.52670897e+08,8.25354052e+10,1.66553403e-01,1.78043629e+06,1.68517267e+06,8.79059311e+06,-1.68425286e+06,-3.71296801e+06,3.53288959e+06,-5.34916633e+04,4.83419916e+04,1.00385906e+05,5.89034410e+06
5,-800,800,800,3.43402390e+10,7.97692511e+06,-3.51026307e+08,8.25748689e+08,3.31481918e+08,2.06988844e+11,2.02654961e-01,2.94238233e+06,2.58499475e+06,1.42879253e+07,-2.58499133e+06,-6.10635589e+06,5.43128732e+06,-1.10090442e+05,9.12101779e+04,2.42088641e+05,9.62718588e+06
5,-600,-800,-800,1.07936523e+09,1.82773364e+06,-2.19690155e+06,-3.49042876e+07,-4.01120537e+07,1.11887053e+10,1.03108585e-01,5.52916327e+05,1.41128064e+06,2.08680188e+06,3.32329736e+05,-7.21383826e+05,7.21387245e+05,-6.56901295e+03,-4.33533594e+04,-2.88966657e+04,1.82646056e+06
